CourseNumber,Dept,YearTerm,Title,ACP,CS,HUM,NAT,QR,SBS
HIST,384,2018-fa,Class Politics & Blk Community,ACP,,,,,
HIST,393,2018-fa,The World of Jewish Sepharad,,WCC,HP,,,
HIST,444,2018-fa,European Education to 1600,ACP,WCC,HP,,,
HIST,457,2018-fa,European Education since 1600,ACP,WCC,HP,,,
HIST,478,2018-fa,"Black Freed Move, 1955-Present",ACP,,,,,
HIST,482,2018-fa,Slavery in the United States,ACP,,,,,
HIST,492,2018-fa,Historiography and Methodology,ACP,,,,,
HIST,495,2018-fa,Honors Research & Writing Sem,ACP,,,,,
HIST,498,2018-fa,Research and Writing Seminar,ACP,,,,,
HNDI,115,2018-fa,Language and Culture in India,,NW,,,,
HORT,261,2018-fa,Biotechnology in Agriculture,,,,LS,,
IB,100,2018-fa,Biology in Today's World,,,,LS,,
IB,103,2018-fa,Introduction to Plant Biology,,,,LS,,
IB,105,2018-fa,Environmental Biology,,,,LS,,
IB,108,2018-fa,The Biology of Dinosaurs,,,,LS,,
IB,150,2018-fa,Organismal & Evolutionary Biol,,,,LS,,
IB,203,2018-fa,Ecology,ACP,,,,,
IB,220,2018-fa,Applied Entomology,,,,LS,,
IB,271,2018-fa,Organismal Biology,ACP,,,,,
IHLT,230,2018-fa,Leadership in Health,,,,,,SS
IHLT,232,2018-fa,Health Disparities in the U.S.,,US,,,,
IHLT,240,2018-fa,Aging and Health Policy,,,,,,BSC
INFO,102,2018-fa,Little Bits to Big Ideas,,,,,QR1,
INFO,202,2018-fa,Social Aspects Info Tech,,,,,,SS
INFO,303,2018-fa,Writing Across Media,ACP,,,,,
IS,202,2018-fa,Social Aspects Info Tech,,,,,,SS
ITAL,156,2018-fa,Exploring Rome: History and Culture of the Eternal City,,WCC,LA,,,
ITAL,240,2018-fa,Italy Middle Ages & Renaiss,,,LA,,,
ITAL,270,2018-fa,Introduction to Italian Cinema,,,LA,,,
JOUR,200,2018-fa,Introduction to Journalism,ACP,,,,,
JOUR,451,2018-fa,Research Methods in Journalism,,,,,QR2,
JOUR,452,2018-fa,Great Books of Journalism,,US,LA,,,
JS,108,2018-fa,Religion & Society in West I,,WCC,HP,,,
JS,201,2018-fa,History of Antisemitism,,WCC,HP,,,
JS,209,2018-fa,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
JS,220,2018-fa,Jewish Storytelling,,WCC,LA,,,
JS,252,2018-fa,The Holocaust,,WCC,HP,,,
JS,320,2018-fa,Lit Responses to the Holocaust,,WCC,LA,,,
KIN,140,2018-fa,Social Sci of Human Movement,,,,,,SS
KIN,150,2018-fa,Bioscience of Human Movement,,,,LS,,
KIN,230,2018-fa,"Diversity in Recreation, Sport, and Tourism",,US,,,,
KIN,249,2018-fa,Sport & Modern Society,,,,,,SS
KIN,259,2018-fa,Motor Development and Control,,,,,,BSC
KIN,262,2018-fa,"Motor Develop, Growth & Form",,,,,,BSC
KIN,340,2018-fa,Soc & Psych of Phys Activity,ACP,,,,,
KIN,401,2018-fa,Measure & Eval in Kinesiology,,,,,QR2,
LA,212,2018-fa,Water and Society,,WCC,HP,,,
LA,218,2018-fa,S Asian Cultural Landscapes,,NW,LA,,,
LA,220,2018-fa,Exploring African Cities,,NW,HP,,,
LA,221,2018-fa,History of the Prison,,WCC,HP,,,
LA,222,2018-fa,Islamic Gardens & Architecture,,NW,HP,,,
LA,242,2018-fa,Nature and American Culture,,WCC,,,,
LA,250,2018-fa,Environmental Site Analysis,,,,PS,,
LA,314,2018-fa,History of World Landscapes,ACP,WCC,HP,,,
LAST,170,2018-fa,Introduction to Latin America,,NW,,,,SS
LAST,240,2018-fa,Constr Afr and Carib Identity,,NW,,,,
LAW,301,2018-fa,Introduction to Law,,,HP,,,
LAW,302,2018-fa,Transitional Justice,,US,HP,,,
LER,100,2018-fa,Introduction to Labor Studies,,,,,,SS
LING,100,2018-fa,Intro to Language Science,,,,,,SS
LING,104,2018-fa,Talking Culture,,,,,,SS
LING,105,2018-fa,Language in Daily Life,,,,,,SS
LING,111,2018-fa,Language in Globalization,,NW,,,,
LING,115,2018-fa,Language and Culture in India,,NW,,,,
LING,210,2018-fa,Language History,,,HP,,,
LING,225,2018-fa,"Language, Mind, and Brain",,,,,,BSC
LING,240,2018-fa,Language in Human History,,,HP,,,
LING,250,2018-fa,Language Diversity in the USA,,,,,,SS
LING,270,2018-fa,"Language, Technology & Society",,WCC,,,,BSC
LING,301,2018-fa,Elements of Syntax,ACP,,,,,
LLS,100,2018-fa,Intro Latina/Latino Studies,,US,,,,SS
LLS,200,2018-fa,U.S. Race and Empire,,US,HP,,,
LLS,201,2018-fa,US Racial & Ethnic Politics,,US,,,,SS
LLS,215,2018-fa,US Citizenship Comparatively,,US,HP,,,
LLS,220,2018-fa,Mexican & Latin Am Migration,,,,,,SS
LLS,227,2018-fa,Latina/Latinos in the Contemporary United States,,US,,,,
LLS,242,2018-fa,Intro to Latina/o Literature,,US,LA,,,
LLS,246,2018-fa,Gender & Sexuality in Latina/o Literature,,US,LA,,,
LLS,250,2018-fa,Latina/os on the Bronze Screen,,US,LA,,,
LLS,258,2018-fa,Muslims in America,,US,,,,SS
LLS,260,2018-fa,Graffiti and Murals,,WCC,LA,,,
LLS,279,2018-fa,Mexican-American History,,US,HP,,,
LLS,280,2018-fa,Caribbean Latina/o Migration,,US,HP,,,
LLS,281,2018-fa,Constructing Race in America,,US,HP,,,
LLS,301,2018-fa,19thC US Latina/o Lit-ACP,ACP,US,HP,,,
LLS,305,2018-fa,"Theories of Race, Gender, and Sexuality",ACP,,,,,
LLS,310,2018-fa,Race and Cultural Diversity,ACP,US,,,,
LLS,322,2018-fa,US Latina and Latino Families,,US,,,,
LLS,360,2018-fa,Contemporary US Latina/o Lit,,US,LA,,,
LLS,385,2018-fa,Theory and Methods in LLS,ACP,,,,,
LLS,392,2018-fa,Chicanas&Latinas: Self&Society,ACP,,,,,
MACS,100,2018-fa,Intro to Popular TV & Movies,,WCC,LA,,,
MACS,101,2018-fa,Intro to the Media,ACP,,,,,
MACS,104,2018-fa,Intro to Film,,,LA,,,
MACS,117,2018-fa,Shakespeare on Film,,,LA,,,
MACS,166,2018-fa,Contemporary Media Literacy,,,,,,SS
MACS,202,2018-fa,Social Aspects Info Tech,,,,,,SS
MACS,207,2018-fa,Indian Cinema in Context,,NW,LA,,,
MACS,211,2018-fa,Intro to African-American Film,,US,,,,
MACS,250,2018-fa,Latina/os on the Bronze Screen,,US,LA,,,
MACS,261,2018-fa,Survey of World Cinema I,,,LA,,,
MACS,262,2018-fa,Survey of World Cinema II,,,LA,,,
MACS,264,2018-fa,Creative and Information Economies,,WCC,HP,,,
MACS,275,2018-fa,Am Indian and Indigenous Film,,US,LA,,,
MACS,321,2018-fa,Film Culture,,WCC,,,,
MACS,351,2018-fa,Social Aspects of Media,,,,,,SS
MACS,356,2018-fa,Sex & Gender in Popular Media,,WCC,,,,
MATH,103,2018-fa,Theory of Arithmetic,,,,,QR1,
MATH,115,2018-fa,Preparation for Calculus,,,,,QR1,
MATH,117,2018-fa,Elementary Mathematics,,,,,QR1,
MATH,119,2018-fa,Ideas in Geometry,,,,,QR1,
MATH,124,2018-fa,Finite Mathematics,,,,,QR1,
MATH,181,2018-fa,A Mathematical World,,,,,QR1,
MATH,213,2018-fa,Basic Discrete Mathematics,,,,,QR2,
MATH,220,2018-fa,Calculus,,,,,QR1,
MATH,221,2018-fa,Calculus I,,,,,QR1,
MATH,231,2018-fa,Calculus II,,,,,QR1,
MATH,234,2018-fa,Calculus for Business I,,,,,QR1,
MATH,241,2018-fa,Calculus III,,,,,QR2,
MATH,285,2018-fa,Intro Differential Equations,,,,,QR2,
MATH,286,2018-fa,Intro to Differential Eq Plus,,,,,QR2,
MATH,347,2018-fa,Fundamental Mathematics,,,,,QR2,
MATH,348,2018-fa,Fundamental Mathematics-ACP,ACP,,,,QR2,
MATH,402,2018-fa,Non Euclidean Geometry,,,,,QR2,
MATH,405,2018-fa,Teacher's Course,,,,,QR2,
MATH,414,2018-fa,Mathematical Logic,,,,,QR2,
MATH,453,2018-fa,Elementary Theory of Numbers,,,,,QR2,
MCB,100,2018-fa,Introductory Microbiology,,,,LS,,
MCB,150,2018-fa,Molec & Cellular Basis of Life,,,,LS,,
MCB,170,2018-fa,Society and the Brain,,,,LS,,
MCB,180,2018-fa,Human Reproduction & Society,,,,LS,,
MDIA,223,2018-fa,Watching the Environment,,,,,,SS
MDVL,111,2018-fa,Ancient to Medieval Art,,,LA,,,
MDVL,122,2018-fa,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture",,,LA,,,
MDVL,201,2018-fa,Medieval Lit and Culture,,WCC,LA,,,
MDVL,216,2018-fa,Legends of King Arthur,,WCC,LA,,,
MDVL,240,2018-fa,Italy Middle Ages & Renaiss,,,LA,,,
MDVL,245,2018-fa,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
MDVL,247,2018-fa,Medieval Europe,,WCC,HP,,,
MDVL,251,2018-fa,Viking Mythology,,WCC,HP,,,
MDVL,252,2018-fa,Viking Sagas in Translation,,WCC,LA,,,
MDVL,255,2018-fa,British Isles to 1688,,WCC,HP,,,
MDVL,403,2018-fa,European Education to 1600,ACP,WCC,HP,,,
ME,470,2018-fa,Senior Design Project,ACP,,,,,
MILS,120,2018-fa,Intro to US Armed Forces,,,HP,,,
MSE,101,2018-fa,Materials in Today's World,,,,PS,,
MSE,307,2018-fa,Materials Laboratory I,ACP,,,,,
MSE,308,2018-fa,Materials Laboratory II,ACP,,,,,
MUS,130,2018-fa,Introd to the Art of Music,,WCC,LA,,,
MUS,132,2018-fa,Popular Music Studies,,US,LA,,,
MUS,133,2018-fa,Introduction to World Music,,NW,LA,,,
MUS,134,2018-fa,History of Musical Events,,,LA,,,
MUS,244,2018-fa,Social Foundations of Music Ed,ACP,,,,,
MUS,313,2018-fa,The History of Music I,,,LA,,,
MUS,314,2018-fa,The History of Music II,,,LA,,,
MUS,339,2018-fa,Princpls and Technqs in Mus Ed,,,,,QR2,
MUSE,250,2018-fa,The World Through Museums,,WCC,,,,SS
NPRE,101,2018-fa,Introduction to Energy Sources,,,,PS,QR2,
NPRE,481,2018-fa,Writing on Technol & Security,ACP,,,,,
NRES,100,2018-fa,Fundamentals of Env Sci,,,,PS,,
NRES,202,2018-fa,American Environmental History,,WCC,HP,,,
NRES,210,2018-fa,Environmental Economics,,,,,,SS
NRES,220,2018-fa,Communicating Agriculture,ACP,,,,,
NRES,223,2018-fa,Watching the Environment,,,,,,SS
NRES,242,2018-fa,Nature and American Culture,,WCC,,,,
NRES,270,2018-fa,Applied Entomology,,,,LS,,
NRES,287,2018-fa,Environment and Society,,WCC,,,,SS
NRES,419,2018-fa,Env and Plant Ecosystems,ACP,,,,,
NS,120,2018-fa,Intro to US Armed Forces,,,HP,,,
PHIL,100,2018-fa,Intro to Philosophy-ACP,ACP,,HP,,,
PHIL,101,2018-fa,Introduction to Philosophy,,,HP,,,
PHIL,102,2018-fa,Logic and Reasoning,,,HP,,,
PHIL,103,2018-fa,Logic and Reasoning QR II,,,HP,,QR2,
PHIL,104,2018-fa,Intro to Ethics-ACP,ACP,,HP,,,
PHIL,105,2018-fa,Introduction to Ethics,,,HP,,,
PHIL,106,2018-fa,Ethics and Social Policy,,,,,,SS
PHIL,107,2018-fa,Intro to Political Philosophy,,,,,,SS
PHIL,108,2018-fa,Religion & Society in West I,,WCC,HP,,,
PHIL,109,2018-fa,Religion & Society in West II,,WCC,HP,,,
PHIL,110,2018-fa,World Religions,,NW,HP,,,
PHIL,201,2018-fa,Philosophy in Literature,,,HP,,,
PHIL,202,2018-fa,Symbolic Logic,,,,,QR1,
PHIL,203,2018-fa,Ancient Philosophy,,,HP,,,
PHIL,206,2018-fa,Early Modern Philosophy,,,HP,,,
PHIL,210,2018-fa,Ethics,,,HP,,,
PHIL,214,2018-fa,Biomedical Ethics,,,HP,,,
PHIL,230,2018-fa,Philosophy of Religion Intro,,,HP,,,
PHIL,231,2018-fa,Religion and Philosophy,,,HP,,,
PHIL,250,2018-fa,Conceptions of Human Nature,,,HP,,,
PHIL,270,2018-fa,Philosophy of Science,,,HP,,,
PHIL,316,2018-fa,Ethics and Engineering,ACP,,HP,,,
PHIL,419,2018-fa,"Space, Time, and Matter-ACP",ACP,,,,,
PHIL,453,2018-fa,Formal Logic and Philosophy,,,,,QR2,
PHIL,454,2018-fa,Advanced Symbolic Logic,,,,,QR2,
PHYS,101,2018-fa,College Physics: Mech & Heat,,,,PS,QR2,
PHYS,102,2018-fa,College Physics: E&M & Modern,,,,PS,QR2,
PHYS,123,2018-fa,Physics Made Easy,,,,PS,,
PHYS,140,2018-fa,How Things Work,,,,PS,QR2,
PHYS,150,2018-fa,Physics of Societal Issues,,,,PS,QR2,
PHYS,211,2018-fa,University Physics: Mechanics,,,,PS,QR2,
PHYS,212,2018-fa,University Physics: Elec & Mag,,,,PS,QR2,
PHYS,213,2018-fa,Univ Physics: Thermal Physics,,,,PS,QR2,
PHYS,214,2018-fa,Univ Physics: Quantum Physics,,,,PS,QR2,
PHYS,280,2018-fa,Nuclear Weapons & Arms Control,ACP,,,,,
PHYS,419,2018-fa,"Space, Time, and Matter-ACP",ACP,,,,,
PHYS,496,2018-fa,Intro to Physics Research,ACP,,,,,
PLPA,200,2018-fa,"Plants, Pathogens, and People",ACP,,,LS,,
PLPA,204,2018-fa,Introductory Plant Pathology,,,,LS,,
POL,115,2018-fa,Intro to Polish Culture,,WCC,LA,,,
PORT,334,2018-fa,Brazilian Women's Lit Trans,,WCC,LA,,,
PS,100,2018-fa,Intro to Political Science,,,,,,SS
PS,101,2018-fa,Intro to US Gov & Pol,,,,,,SS
PS,152,2018-fa,The New Middle East,,NW,,,,SS
PS,200,2018-fa,Foundations of Pol Sci,,,,,,SS
PS,201,2018-fa,US Racial & Ethnic Politics,,US,,,,SS
PS,224,2018-fa,Politics of the National Parks,,,,,,SS
PS,225,2018-fa,Environmental Politics & Policy,,,,,,SS
PS,240,2018-fa,Intro to Comp Politics,,,,,,SS
PS,241,2018-fa,Comp Politics in Dev Nations,,NW,,,,SS
PS,242,2018-fa,Introduction to Modern Africa,,NW,,,,
PS,243,2018-fa,Pan Africanism,,NW,,,,SS
PS,270,2018-fa,Intro to Political Theory,,,HP,,,
PS,273,2018-fa,Environment and Society,,WCC,,,,SS
PS,280,2018-fa,Intro to Intl Relations,,,,,,SS
PS,281,2018-fa,Intro to Intl Relations-ACP,ACP,,,,,SS
PS,282,2018-fa,Governing Globalization,ACP,,,,,SS
PS,357,2018-fa,Ethnic Conflict,ACP,,,,,
PSYC,100,2018-fa,Intro Psych,,,,,,BSC
PSYC,103,2018-fa,Intro Experimental Psych,,,,,,BSC
PSYC,105,2018-fa,Psych Introduction,,,,,,BSC
PSYC,201,2018-fa,Intro to Social Psych,,,,,,BSC
PSYC,207,2018-fa,Psychology of Prejudice and Discrimination,,,,,,BSC
PSYC,210,2018-fa,Behavioral Neuroscience,,,,LS,,
PSYC,235,2018-fa,Intro to Statistics,,,,,QR1,
PSYC,239,2018-fa,Community Psych,,,,,,SS
PSYC,301,2018-fa,Psychological Statistics,,,,,QR1,
PSYC,322,2018-fa,Intro Intellectual Disability,,,,,,BSC
PSYC,498,2018-fa,Senior Honors Seminar,ACP,,,,,
PSYC,499,2018-fa,Senior Honors Seminar II,ACP,,,,,
REES,115,2018-fa,Intro to Polish Culture,,WCC,LA,,,
REES,116,2018-fa,Intro to Russian Culture,,WCC,LA,,,
REES,200,2018-fa,Intro to Russia and Eurasia,,,,,,SS
REES,201,2018-fa,Introduction to Eastern Europe,,,,,,SS
REHB,322,2018-fa,Intro Intellectual Disability,,,,,,BSC
REHB,330,2018-fa,Disability in American Society,,,,,,SS
REL,101,2018-fa,Bible as Literature,,,LA,,,
REL,104,2018-fa,Asian Mythology,,NW,HP,,,
REL,106,2018-fa,Archaeology and the Bible,ACP,,HP,,,
REL,108,2018-fa,Religion & Society in West I,,WCC,HP,,,
REL,109,2018-fa,Religion & Society in West II,,WCC,HP,,,
REL,110,2018-fa,World Religions,,NW,HP,,,
REL,115,2018-fa,Language and Culture in India,,NW,,,,
REL,116,2018-fa,Faith & Self in Global Context,,WCC,,,,
REL,120,2018-fa,A History of Judaism,ACP,,HP,,,
REL,121,2018-fa,Introduction to Christianity,,,HP,,,
REL,122,2018-fa,History East Asian Religions,,NW,HP,,,
REL,132,2018-fa,Zen,,NW,HP,,,
REL,160,2018-fa,Ancient Greek & Roman Religion,,WCC,HP,,,
REL,201,2018-fa,Hebrew Bible in English,,,HP,,,
REL,208,2018-fa,Cultures & Literatures of South Asia,,NW,LA,,,
REL,212,2018-fa,History of Antisemitism,,WCC,HP,,,
REL,213,2018-fa,Intro to Islam - ACP,ACP,NW,HP,,,
REL,214,2018-fa,Introduction to Islam,,NW,HP,,,
REL,215,2018-fa,African Muslim Cultures,,NW,HP,,,
REL,220,2018-fa,Jewish Storytelling,,WCC,LA,,,
REL,221,2018-fa,American Judaism,ACP,,,,,
REL,223,2018-fa,The Qur'an (Koran),,NW,LA,,,
REL,224,2018-fa,Chinese Thght Confucius to Mao,,NW,HP,,,
REL,230,2018-fa,Philosophy of Religion Intro,,,HP,,,
REL,231,2018-fa,Religion and Philosophy,,,HP,,,
REL,235,2018-fa,History of Religion in America,,,HP,,,
REL,236,2018-fa,"Religion, Violence & America",,WCC,,,,
REL,251,2018-fa,Viking Mythology,,WCC,HP,,,
REL,258,2018-fa,Muslims in America,,US,,,,SS
REL,260,2018-fa,Mystics and Saints in Islam,,NW,LA,,,
REL,269,2018-fa,Jewish History Since 1700,,WCC,HP,,,
REL,270,2018-fa,"Religion, Ethics, Environment",,WCC,HP,,,
REL,283,2018-fa,Jewish Sacred Literature,,,LA,,,
REL,284,2018-fa,Modern Jewish Literature,,,LA,,,
REL,286,2018-fa,Introduction to Hinduism,,NW,HP,,,
REL,287,2018-fa,Introduction to Buddhism,,NW,HP,,,
REL,320,2018-fa,Lit Responses to the Holocaust,,WCC,LA,,,
REL,393,2018-fa,The World of Jewish Sepharad,,WCC,HP,,,
RHET,233,2018-fa,Adv Rhetoric & Composition,ACP,,,,,
RSOC,110,2018-fa,Intro to Rural Society,,,,,,SS
RSOC,270,2018-fa,Population Issues,,,,,,SS
RST,100,2018-fa,"Recreation, Sport, and Tourism in Modern Society",,,,,,SS
RST,224,2018-fa,Politics of the National Parks,,,,,,SS
RST,225,2018-fa,Environmental Politics & Policy,,,,,,SS
RST,230,2018-fa,"Diversity in Recreation, Sport, and Tourism",,US,,,,
RST,242,2018-fa,Nature and American Culture,,WCC,,,,
RST,335,2018-fa,Leisure and Consumer Culture,,WCC,,,,SS
RST,370,2018-fa,Research Methods & Analysis,,,,,QR2,
RST,410,2018-fa,Administration of Leisure Serv,ACP,,,,,
RUSS,115,2018-fa,Intro to Russian Culture,,WCC,LA,,,
RUSS,220,2018-fa,Golden Age of Russian Lit,,,LA,,,
RUSS,225,2018-fa,Russian Lit and Revolution,,,LA,,,
RUSS,260,2018-fa,Medicine & Russian Literature,,,LA,,,
RUSS,261,2018-fa,Intro Russian-Jewish Culture,,WCC,HP,,,
SAME,150,2018-fa,Lang&Culture of Arab World,,NW,,,,
SAME,152,2018-fa,The New Middle East,,NW,,,,SS
SAME,208,2018-fa,Cultures & Literatures of South Asia,,NW,LA,,,
SAME,213,2018-fa,Intro to Islam - ACP,ACP,NW,HP,,,
SAME,214,2018-fa,Introduction to Islam,,NW,HP,,,
SAME,223,2018-fa,The Qur'an (Koran),,NW,LA,,,
SAME,260,2018-fa,Mystics and Saints in Islam,,NW,LA,,,
SCAN,215,2018-fa,"Madness, Myth, and Murder",,,LA,,,
SCAN,225,2018-fa,Vikings to Volvos: Scandinavia,,WCC,LA,,,
SCAN,240,2018-fa,Arctic Narratives,,WCC,LA,,,
SCAN,251,2018-fa,Viking Mythology,,WCC,HP,,,
SCAN,252,2018-fa,Viking Sagas in Translation,,WCC,LA,,,
SE,494,2018-fa,Senior Engineering Project I,ACP,,,,,
SE,495,2018-fa,Senior Engineering Project II,ACP,,,,,
SHS,120,2018-fa,"Child, Comm, & Lang Ability",,,,,,BSC
SHS,222,2018-fa,Language & Culture of Deaf Communities,,US,,,,SS
SHS,231,2018-fa,Lang Diff Dis: American Persp,,US,,,,
SHS,270,2018-fa,Comm Disability in the Media,ACP,,,,,SS
SHS,271,2018-fa,Communication and Aging,,,,,,SS
SLAV,117,2018-fa,Russ & E Euro Science Fiction,,,LA,,,
SLAV,120,2018-fa,Russian & E Euro Folktales,,WCC,LA,,,
SLCL,200,2018-fa,Topics in Global Culture,,WCC,HP,,,
SOC,100,2018-fa,Introduction to Sociology,,,,,,SS
SOC,101,2018-fa,Sociology of Gender,,,,,,SS
SOC,108,2018-fa,Religion & Society in West I,,WCC,HP,,,
SOC,109,2018-fa,Religion & Society in West II,,WCC,HP,,,
SOC,122,2018-fa,Africa in World Perspective,,NW,,,,SS
SOC,130,2018-fa,Intro Gender & Women's Studies,,,,,,SS
SOC,160,2018-fa,Global Ineq and Social Change,,NW,,,,SS
SOC,161,2018-fa,Introduction to Poverty,,WCC,,,,SS
SOC,162,2018-fa,Intro to Intl Health Policy,,WCC,,,,SS
SOC,179,2018-fa,Social Organization,,,,,,SS
SOC,201,2018-fa,"Race, Gender & Power",,WCC,,,,
SOC,202,2018-fa,Sexualities,,WCC,,,,
SOC,221,2018-fa,Mexican & Latin Am Migration,,,,,,SS
SOC,222,2018-fa,Introduction to Modern Africa,,NW,,,,
SOC,224,2018-fa,Asian Am Historical Sociology,,US,,,,
SOC,225,2018-fa,Race and Ethnicity,,US,,,,SS
SOC,227,2018-fa,Latina/Latinos in the Contemporary United States,,US,,,,
SOC,261,2018-fa,Gender in a Transnational Perspective,,,,,,SS
SOC,270,2018-fa,Population Issues,,,,,,SS
SOC,273,2018-fa,Social Perspectives on the Family,,,,,,SS
SOC,280,2018-fa,Intro to Social Statistics,,,,,QR1,
SOC,350,2018-fa,Technology and Society,,,,,,SS
SOC,366,2018-fa,Postsocialism Eastern Europe,,WCC,,,,SS
SOC,373,2018-fa,Social Stratification,,,,,,SS
SOC,380,2018-fa,Social Research Methods,,,,,QR2,
SOC,392,2018-fa,Chicanas&Latinas: Self&Society,ACP,,,,,
SOC,477,2018-fa,Law and Society- ACP,ACP,,,,,
SOC,488,2018-fa,Demographic Methods,,,,,QR2,
SOCW,200,2018-fa,Introduction to Social Work,,,,,,SS
SOCW,225,2018-fa,Intro Stat for Social Work,,,,,QR1,
SOCW,240,2018-fa,Death & Dying,,,,,,SS
SOCW,297,2018-fa,Asian Families in America,,US,,,,SS
SOCW,300,2018-fa,Diversity: Identities & Issues,ACP,US,,,,
SPAN,242,2018-fa,Intro to Latina/o Literature,,US,LA,,,
SPAN,246,2018-fa,Gender & Sexuality in Latina/o Literature,,US,LA,,,
SPED,117,2018-fa,The Culture of Disability,,,HP,,,
SPED,322,2018-fa,Intro Intellectual Disability,,,,,,BSC
STAT,100,2018-fa,Statistics,,,,,QR1,
STAT,200,2018-fa,Statistical Analysis,,,,,QR1,
STAT,212,2018-fa,Biostatistics,,,,,QR1,
THEA,101,2018-fa,Introduction to Theatre Arts,,,LA,,,
THEA,102,2018-fa,Text to Stage,,,LA,,,
THEA,110,2018-fa,Broadway Musicals,,WCC,LA,,,
THEA,210,2018-fa,The Tragic Spirit,,WCC,LA,,,
THEA,260,2018-fa,Intro Asian American Theatre,,US,,,,
THEA,262,2018-fa,Literature of Modern Theatre,ACP,,LA,,,
THEA,263,2018-fa,Intro African American Theat,,US,,,,
THEA,323,2018-fa,The Comic Imagination,ACP,WCC,LA,,,
TRST,201,2018-fa,Intro to Translation Studies,,,LA,,,
TSM,311,2018-fa,Humanity in the Food Web,ACP,,HP,,,
UKR,113,2018-fa,Ukrainian Culture,,WCC,LA,,,
UP,116,2018-fa,Urban Informatics I,,,,,QR1,
UP,185,2018-fa,Cities in a Global Perspective,,WCC,,,,SS
UP,205,2018-fa,Ecology & Environmental Sustainability,,,,LS,,
UP,210,2018-fa,Environmental Economics,,,,,,SS
UP,260,2018-fa,Social Inequality and Planning,,,,,,SS
UP,312,2018-fa,Communication for Planners,ACP,,,,,
UP,316,2018-fa,Urban Informatics II,,,,,QR2,
WRIT,303,2018-fa,Writing Across Media,ACP,,,,,
YDSH,220,2018-fa,Jewish Storytelling,,WCC,LA,,,
YDSH,320,2018-fa,Lit Responses to the Holocaust,,WCC,LA,,,
